User_id,Product_id,Score
8dae47c17a4bf219,257208,6060.95534527
8dae47c17a4bf219,275552,6060.95534527
8dae47c17a4bf219,312250,6035.5670131
8dae47c17a4bf219,313640,5997.28281715
8dae47c17a4bf219,313632,5995.16290632
8dae47c17a4bf219,339209,5972.37802537
8dae47c17a4bf219,312690,5972.37802537
8dae47c17a4bf219,371430,5972.37802537
8dae47c17a4bf219,376166,5954.57628572
8dae47c17a4bf219,414711,5950.15398011
8dae47c17a4bf219,442998,5943.03922738
8dae47c17a4bf219,448107,5936.18660881
8dae47c17a4bf219,313642,5929.07185608
8dae47c17a4bf219,419683,5929.07185608
8dae47c17a4bf219,376026,5922.03672368
8dae47c17a4bf219,290625,5922.03672368
8dae47c17a4bf219,391598,5918.35602662
8dae47c17a4bf219,324272,5903.68352392
8dae47c17a4bf219,443257,5896.83090534
8dae47c17a4bf219,309713,5896.83090534
8dae47c17a4bf219,361984,5893.36800714
8dae47c17a4bf219,392583,5893.36800714
8dae47c17a4bf219,265261,5889.71615261
8dae47c17a4bf219,312571,5889.71615261
8dae47c17a4bf219,265594,5889.71615261
8dae47c17a4bf219,380475,5889.71615261
8dae47c17a4bf219,265571,5880.89864296
8dae47c17a4bf219,265250,5880.89864296
8dae47c17a4bf219,374236,5876.16593521
8dae47c17a4bf219,439959,5876.16593521
8dae47c17a4bf219,351283,5874.04602439
8dae47c17a4bf219,247850,5874.04602439
8dae47c17a4bf219,364963,5874.04602439
8dae47c17a4bf219,340003,5874.04602439
8dae47c17a4bf219,348773,5866.93127166
8dae47c17a4bf219,265583,5866.93127166
8dae47c17a4bf219,364312,5866.93127166
8dae47c17a4bf219,348954,5866.93127166
8dae47c17a4bf219,257467,5866.93127166
8dae47c17a4bf219,382800,5866.93127166
8dae47c17a4bf219,383478,5866.93127166
8dae47c17a4bf219,168700,5862.40536878
8dae47c17a4bf219,188352,5844.7135542
8dae47c17a4bf219,382806,5844.7072264
8dae47c17a4bf219,160145,5822.66783455
8dae47c17a4bf219,302799,5817.82088711
8dae47c17a4bf219,409028,5817.82088711
8dae47c17a4bf219,328614,5805.35152294
8dae47c17a4bf219,376288,5805.10060679
8dae47c17a4bf219,549389,5802.42651904
8dae47c17a4bf219,374254,5793.09286258
8dae47c17a4bf219,345012,5791.38415163
8dae47c17a4bf219,404701,5791.38415163
8dae47c17a4bf219,405151,5791.38415163
8dae47c17a4bf219,409623,5791.38415163
8dae47c17a4bf219,290445,5791.38415163
8dae47c17a4bf219,443266,5791.38415163
8dae47c17a4bf219,440345,5791.38415163
8dae47c17a4bf219,304542,5791.38415163
8dae47c17a4bf219,168694,5790.88117433
8dae47c17a4bf219,376275,5789.06188268
8dae47c17a4bf219,180906,5788.80982151
8dae47c17a4bf219,180907,5788.80982151
8dae47c17a4bf219,422083,5782.56664198
8dae47c17a4bf219,379525,5782.56664198
8dae47c17a4bf219,237575,5781.76923423
8dae47c17a4bf219,243110,5772.95172457
8dae47c17a4bf219,364964,5770.67062349
8dae47c17a4bf219,188345,5769.16643417
8dae47c17a4bf219,166623,5769.16643417
8dae47c17a4bf219,354073,5768.59927068
8dae47c17a4bf219,404700,5768.59927068
8dae47c17a4bf219,374216,5768.59927068
8dae47c17a4bf219,406674,5768.59927068
8dae47c17a4bf219,257414,5768.59927068
8dae47c17a4bf219,409616,5768.59927068
8dae47c17a4bf219,409621,5768.59927068
8dae47c17a4bf219,419678,5768.59927068
8dae47c17a4bf219,371428,5768.59927068
8dae47c17a4bf219,300324,5768.59927068
8dae47c17a4bf219,247885,5762.44725148
8dae47c17a4bf219,86709,5756.57678431
8dae47c17a4bf219,481632,5753.90613662
8dae47c17a4bf219,502684,5741.33031071
8dae47c17a4bf219,247883,5739.66237052
8dae47c17a4bf219,247871,5739.66237052
8dae47c17a4bf219,559845,5734.21555798
8dae47c17a4bf219,412081,5734.21555798
8dae47c17a4bf219,201618,5732.54761779
8dae47c17a4bf219,202392,5732.54761779
8dae47c17a4bf219,537970,5720.61678257
8dae47c17a4bf219,160148,5717.22108084
8dae47c17a4bf219,237438,5713.04312122
8dae47c17a4bf219,481620,5709.03792963
8dae47c17a4bf219,503274,5708.82722581
8dae47c17a4bf219,546054,5708.82722581
8dae47c17a4bf219,503019,5704.09451806
8dae47c17a4bf219,517625,5704.09451806
8dae47c17a4bf219,392579,5703.38443261
8dae47c17a4bf219,623915,5701.97460724
8dae47c17a4bf219,618970,5699.48071024
8dae47c17a4bf219,500594,5698.51170903
8dae47c17a4bf219,542717,5698.51170903
8dae47c17a4bf219,460235,5694.85985451
8dae47c17a4bf219,465335,5686.04234486
8dae47c17a4bf219,517622,5683.38098992
8dae47c17a4bf219,551915,5679.18972628
8dae47c17a4bf219,551919,5679.18972628
8dae47c17a4bf219,623909,5679.18972628
8dae47c17a4bf219,278749,5676.94769714
8dae47c17a4bf219,304526,5676.94769714
8dae47c17a4bf219,440525,5676.94769714
8dae47c17a4bf219,128289,5674.59045442
8dae47c17a4bf219,514123,5674.14632637
8dae47c17a4bf219,611438,5672.07497356
8dae47c17a4bf219,584601,5672.07497356
8dae47c17a4bf219,541451,5672.07497356
8dae47c17a4bf219,465339,5672.07497356
8dae47c17a4bf219,585581,5672.07497356
8dae47c17a4bf219,549496,5672.07497356
8dae47c17a4bf219,442932,5672.07497356
8dae47c17a4bf219,348297,5660.89367159
8dae47c17a4bf219,448192,5651.55936497
8dae47c17a4bf219,477179,5649.8509283
8dae47c17a4bf219,584587,5649.8509283
8dae47c17a4bf219,166621,5643.00615232
8dae47c17a4bf219,390448,5637.59199367
8dae47c17a4bf219,304524,5637.59199367
8dae47c17a4bf219,517606,5635.883557
8dae47c17a4bf219,530546,5635.883557
8dae47c17a4bf219,111531,5626.77162691
8dae47c17a4bf219,448184,5623.74638553
8dae47c17a4bf219,494316,5615.17002886
8dae47c17a4bf219,314113,5614.80711271
8dae47c17a4bf219,414248,5614.80711271
8dae47c17a4bf219,310704,5614.80711271
8dae47c17a4bf219,404733,5614.80711271
8dae47c17a4bf219,287746,5614.80711271
8dae47c17a4bf219,371421,5614.80711271
8dae47c17a4bf219,442895,5614.14707935
8dae47c17a4bf219,324267,5612.72045847
8dae47c17a4bf219,506768,5610.49522483
8dae47c17a4bf219,591436,5610.49522483
8dae47c17a4bf219,510587,5610.49522483
8dae47c17a4bf219,487603,5610.49522483
8dae47c17a4bf219,530053,5610.49522483
8dae47c17a4bf219,665974,5603.22006208
8dae47c17a4bf219,301096,5597.93767891
8dae47c17a4bf219,494314,5596.52785353
8dae47c17a4bf219,512157,5596.52785353
8dae47c17a4bf219,492666,5596.52785353
8dae47c17a4bf219,587416,5596.52785353
8dae47c17a4bf219,502682,5596.52785353
8dae47c17a4bf219,493984,5596.52785353
8dae47c17a4bf219,375812,5594.40758755
8dae47c17a4bf219,409081,5594.40758755
8dae47c17a4bf219,399969,5594.40758755
8dae47c17a4bf219,468915,5594.40758755
8dae47c17a4bf219,247848,5591.96355543
8dae47c17a4bf219,441928,5589.78169669
8dae47c17a4bf219,492661,5589.78169669
8dae47c17a4bf219,333491,5588.18786341
8dae47c17a4bf219,521876,5587.71034388
8dae47c17a4bf219,584609,5587.71034388
8dae47c17a4bf219,556482,5587.71034388
8dae47c17a4bf219,468894,5580.44021625
8dae47c17a4bf219,399979,5580.44021625
8dae47c17a4bf219,611436,5573.74297258
8dae47c17a4bf219,557785,5573.74297258
8dae47c17a4bf219,623916,5573.74297258
8dae47c17a4bf219,502683,5573.74297258
8dae47c17a4bf219,492665,5573.74297258
8dae47c17a4bf219,412817,5573.74297258
8dae47c17a4bf219,502007,5573.74297258
8dae47c17a4bf219,441136,5573.74297258
8dae47c17a4bf219,543348,5573.74297258
8dae47c17a4bf219,623917,5573.74297258
8dae47c17a4bf219,514112,5573.74297258
8dae47c17a4bf219,510856,5573.74297258
8dae47c17a4bf219,510918,5573.74297258
8dae47c17a4bf219,375818,5573.69405941
8dae47c17a4bf219,439967,5571.50094343
