User_id,Product_id,Score
cbbb719322ef1b9c,448192,21644.7247887
cbbb719322ef1b9c,502733,21453.5249591
cbbb719322ef1b9c,585238,21377.8747978
cbbb719322ef1b9c,556475,21348.6033344
cbbb719322ef1b9c,548503,21348.6033344
cbbb719322ef1b9c,548496,21348.6033344
cbbb719322ef1b9c,564661,21348.6033344
cbbb719322ef1b9c,502657,21278.9758456
cbbb719322ef1b9c,585684,21237.2521273
cbbb719322ef1b9c,559778,21226.1079521
cbbb719322ef1b9c,512186,21224.7405128
cbbb719322ef1b9c,502661,21218.9596622
cbbb719322ef1b9c,517611,21213.637578
cbbb719322ef1b9c,504527,21211.4742956
cbbb719322ef1b9c,517220,21201.7312432
cbbb719322ef1b9c,585683,21200.4763263
cbbb719322ef1b9c,547311,21200.3323674
cbbb719322ef1b9c,551369,21198.4001978
cbbb719322ef1b9c,551364,21198.4001978
cbbb719322ef1b9c,569394,21197.6713252
cbbb719322ef1b9c,433841,21195.5080428
cbbb719322ef1b9c,506755,21195.0102831
cbbb719322ef1b9c,517219,21193.0781135
cbbb719322ef1b9c,502742,21192.8470007
cbbb719322ef1b9c,497635,21192.8470007
cbbb719322ef1b9c,623919,21191.4954335
cbbb719322ef1b9c,559756,21191.4954335
cbbb719322ef1b9c,611443,21189.0181956
cbbb719322ef1b9c,494292,21189.0181956
cbbb719322ef1b9c,468902,21169.6469082
cbbb719322ef1b9c,517332,21167.3853715
cbbb719322ef1b9c,494304,21163.0588066
cbbb719322ef1b9c,517334,21158.7322418
cbbb719322ef1b9c,551507,21153.9079173
cbbb719322ef1b9c,500577,21153.6240854
cbbb719322ef1b9c,448181,21133.5044931
cbbb719322ef1b9c,440548,21109.555114
cbbb719322ef1b9c,370152,21037.2665831
cbbb719322ef1b9c,500578,21021.6638582
cbbb719322ef1b9c,500579,21019.5005758
cbbb719322ef1b9c,468901,20967.9994181
cbbb719322ef1b9c,438649,20962.3974049
cbbb719322ef1b9c,470702,20958.6231048
cbbb719322ef1b9c,440515,20955.9620627
cbbb719322ef1b9c,298729,20955.9620627
cbbb719322ef1b9c,399074,20955.9620627
cbbb719322ef1b9c,381339,20955.9265287
cbbb719322ef1b9c,418264,20950.4677349
